_id,Airport[0].Air_code,Airport[1].Air_code,Airport[2].Air_code,Airport[3].Air_code,Airport[4].Air_code,Airport[5].Air_code,Airport[6].Air_code,Airport[7].Air_code,Airport[0].Air_Name,Airport[1].Air_Name,Airport[2].Air_Name,Airport[3].Air_Name,Airport[4].Air_Name,Airport[5].Air_Name,Airport[6].Air_Name,Airport[7].Air_Name,Airport[0].City,Airport[1].City,Airport[2].City,Airport[3].City,Airport[4].City,Airport[5].City,Airport[6].City,Airport[7].City,Airport[0].State,Airport[1].State,Airport[2].State,Airport[3].State,Airport[4].State,Airport[5].State,Airport[6].State,Airport[7].State,Airport[0].Country_code,Airport[1].Country_code,Airport[2].Country_code,Airport[3].Country_code,Airport[4].Country_code,Airport[5].Country_code,Airport[6].Country_code,Airport[7].Country_code
65e7835f5b111ce0fd649bf0,DEL,BOM,LCY,EWR,JFK,CPH,AIP,IXJ,Indira Gandhi International Airport,Chhatrapati Shivaji Maharaj International Airport,London City Airport,Newark Liberty International Airport,John F.Kennnedy International Airport,Copenhagen Airport,Adampur Airport,Satwari Airport,Delhi,Mumbai,Newham,Newark,New York City,Copenhagen,Jalandhar,Jammu,UP,Maharashtra,London,New Jersey,New York,Denmark,Punjab,Jammu & Kashmir,91,91,44,1,1,45,91,91
